0	13047003	7.09199e-05
1	13047004	8.22e-05
2	13047022	2.09221e-05
3	13047023	0.000195074
4	13047024	5.37311e-05
5	13047026	0.00014063
6	13047027	0.000117753
7	13047028	0.000104625
8	13047029	0.000133565
9	13047030	0.000138871
10	13047031	0.000157064
11	13047032	0.000160563
12	13047033	1.66268e-05
13	13047034	0.000161077
14	13047035	0.000211996
15	13047036	0.000158071
16	13047037	0.000205032
17	13047039	0.000219308
18	13047041	1.04806e-05
19	13047042	1.9944e-05
20	13047043	1.14283e-05
21	13047044	4.23693e-06
22	13047122	0.000141472
23	13047123	0.000153498
24	13047124	8.97614e-05
25	13047126	0.00020551
26	13048009	0.000207754
27	13048010	3.64277e-05
28	13048011	0.000212923
29	13048012	0.000213789
30	13048013	0.000212376
31	13048014	0.000211814
32	13048015	0.000213674
33	13048016	0.000215494
34	13048017	5.99929e-05
35	13048018	0.000217359
36	13048019	0.000111444
37	13048030	0.000141308
38	13048031	0.000164988
39	13048032	2.93388e-05
40	13048040	0.00019976
41	13048041	0.000110768
42	13048042	0.0002241
43	13048043	0.00015802
44	13048044	3.905e-05
45	13048045	6.15219e-05
46	13048046	9.14755e-06
47	13048049	0.00026445
48	13048050	0.000264837
49	13048051	0.000301999
50	13048052	0.000272314
51	13048053	0.000271354
52	13048087	0.000224346
53	13048088	0.00023263
54	13048089	0.000243009
55	13048090	0.000247807
56	13048091	0.000249537
57	13048092	4.48372e-06
58	13048093	5.48596e-05
59	13049004	7.47851e-05
60	13049005	3.7929e-05
61	13049006	2.894e-05
62	13049007	1.76513e-08
63	13049031	0.000264928
64	13049032	0.000121014
65	13049035	0.00027243
66	13049039	0.000279127
67	13049041	6.30525e-05
68	13049042	0.00023277
69	13049044	0.000215304
70	13049045	0.000284497
71	13049046	0.000285092
72	13049047	0.000288242
73	13049048	0.000242494
74	13049049	0.000231756
75	13049050	3.51729e-05
76	13049072	0.000232839
77	13049073	0.000250725
78	13049080	0.000265133
79	13049081	0.00026482
80	13049082	0.000307858
81	13049086	0.000255728
82	13049087	0.000257612
83	13049088	0.000258105
84	13049089	9.20807e-06
85	13049093	0.00027335
86	13049094	0.000275119
87	13049096	0.000108964
88	13049098	0.000277558
89	13049099	0.000273311
90	13049101	0.000275648
91	13050001	0.000220615
92	13050006	0.000261857
93	13050007	6.54806e-05
94	13050009	0.000207684
95	13050011	0.000267939
96	13050012	0.000272468
97	13050015	2.7797e-05
98	13050016	4.3427e-05
99	13050020	0.000278115
100	13050022	0.000277764
101	13050023	0.000280972
102	13050025	8.52351e-05
103	13050026	0.000138421
104	13050027	2.20863e-06
105	13050028	0.000179011
106	13050029	0.000256835
107	13050031	7.9449e-05
108	13050032	0.000286096
109	13050033	0.000118786
110	13050036	0.000288775
111	13050037	0.000114199
112	13050038	0.000289863
113	13050039	0.00017931
114	13050041	0.000236855
115	13050042	0.000299159
116	13050043	0.000259008
117	13050044	0.000192421
118	13050046	0.000318746
119	13050047	0.000319023
120	13050049	0.000371237
121	13050050	5.31803e-05
122	13051006	0.000281946
123	13051007	0.000308488
124	13051008	0.000264926
125	13051009	0.000271147
126	13051010	0.000275195
127	13051011	0.000277724
128	13051012	7.57761e-05
129	13051015	0.000278603
130	13051016	0.000279718
131	13051017	0.000280237
132	13051019	0.000250017
133	13051020	0.000283261
134	13051021	0.000255205
135	13051022	0.000284031
136	13051023	0.000285241
137	13051024	0.000160593
138	13051026	0.000287377
139	13051028	0.000166883
140	13051068	0.00023094
141	13051069	0.000251929
142	13051070	0.000197098
143	13051071	0.00026541
144	13051072	0.000268277
145	13051073	0.000270438
146	13051074	1.92002e-05
147	13051080	4.8737e-06
148	13051081	9.25786e-05
149	13051083	0.000277645
150	13051085	0.000282882
151	13051086	0.000286831
152	13051087	0.000240148
153	13051088	0.000189561
154	13051092	0.000295493
155	13051093	0.000298357
156	13051095	3.58313e-05
157	13052001	0.000260499
158	13052002	0.000265926
159	13052003	0.000268727
160	13052004	0.000267564
161	13052005	0.000210723
162	13052009	5.66597e-05
163	13052010	0.00027343
164	13052011	0.000272131
165	13052012	0.000272213
166	13052013	0.000272106
167	13052014	0.000272839
168	13052015	5.43656e-05
169	13052016	0.000220571
170	13052017	0.000281237
171	13052018	0.000291466
172	13052019	0.000288144
173	13052020	0.000284604
174	13052021	0.000289784
175	13052022	3.33044e-05
176	13052036	0.000187859
177	13052037	0.000475193
178	13052039	0.000490628
179	13052042	0.000571086
180	13052043	0.000580883
181	13052045	0.000584019
182	13052048	0.000583133
183	13052050	0.000591101
184	13052051	0.000593269
185	13052052	0.000596203
186	13052053	0.000510911
187	13052054	4.34187e-05
188	13052056	0.00017402
189	13052061	0.000238495
190	13052088	0.000548613
191	13053004	0.000557803
192	13053005	0.000557093
193	13053006	0.000569813
194	13053007	0.000574565
195	13053012	0.000581844
196	13053013	0.000430961
197	13053015	0.000582652
198	13053027	0.000590351
199	13053028	0.000595363
200	13054022	3.32833e-05
201	13054023	0.000143097
202	13054044	0.000564323
203	13054045	4.62063e-05
204	13054060	0.000532312
205	13054061	0.000532905
206	13054062	0.000541646
207	13054063	0.000651456
208	13054064	0.000646592
209	13054065	0.000648143
210	13054066	0.0002921
211	13054068	0.000656255
212	13054069	0.000659632
213	13054070	0.000662443
214	13054084	0.000554576
215	13054085	0.000568019
216	13055001	0.000618866
217	13055004	0.000313966
218	13055006	0.000491918
219	13055007	0.000493315
220	13055008	0.000504784
221	13055009	0.000513402
222	13055010	0.000518105
223	13055011	0.000522692
224	13055014	8.0204e-05
225	13055015	4.0667e-05
226	13055016	0.000524346
227	13055017	0.000533174
228	13055018	0.00053312
229	13055019	0.000538634
230	13055020	0.000542553
231	13055021	0.000546161
232	13055022	0.000549567
233	13055023	9.66783e-05
234	13055024	9.26498e-05
235	13055035	0.000574574
236	13055036	0.000578147
237	13055037	0.000586612
238	13055038	0.000599475
239	13055039	0.000215318
240	13055068	0.000553564
241	13055070	0.000110713
242	13055072	3.39509e-05
243	13055073	0.000582954
244	13055075	0.000591781
245	13055076	0.000408723
246	13055080	0.000593822
247	13055081	0.000592772
248	13055082	0.00026073
249	13055086	8.34491e-05
250	13055087	0.000628853
251	13056005	0.000473163
252	13056007	0.000278926
253	13056008	0.000397211
254	13056020	0.000553582
255	13056021	0.000556251
256	13056022	0.000567331
257	13056023	0.000574138
258	13056024	0.000577745
259	13056025	0.000118024
260	13056026	0.000165861
261	13056027	0.000593972
262	13056028	0.000602195
263	13056029	0.000617396
264	13056030	0.00062597
265	13056031	0.000637926
266	13056033	0.000653656
267	13056034	4.53582e-05
268	13056035	0.000681594
269	13056037	0.000692987
270	13056038	0.000706545
271	13056039	0.0005819
272	13057005	0.00052898
273	13057006	0.00042778
274	13057007	0.000588057
275	13057008	0.000607136
276	13057009	0.00061436
277	13057010	0.000609328
278	13057011	0.000126102
279	13057014	0.00062949
280	13057015	0.000639661
281	13057016	0.00063875
282	13057017	0.000640589
283	13057018	0.000648931
284	13057019	0.000326618
285	13057021	0.000653389
286	13057022	0.000658141
287	13057023	0.000661403
288	13057024	0.000661888
289	13057025	0.000671572
290	13057026	0.000675608
291	13057027	0.000177962
292	13057044	0.00060184
293	13057045	0.000605791
294	13057046	0.000608447
295	13057047	0.000453391
296	13057048	0.000478006
297	13057049	0.000627817
298	13057050	0.000630665
299	13057051	0.000633683
300	13057052	0.000643846
301	13057053	0.000706317
302	13057055	0.000645513
303	13057056	0.000644858
304	13057057	0.000652826
305	13057058	0.00032077
306	13058002	0.000657345
307	13058008	0.000569963
308	13058015	0.000279666
309	13058016	0.000645567
310	13058017	0.000655285
311	13058018	0.000658922
312	13058025	0.0004332
313	13058026	0.000431826
314	13058028	0.000439128
315	13058029	0.000441266
316	13058030	1.41705e-05
317	13058031	0.000448632
318	13058032	0.000217718
319	13059005	0.000183361
320	13059006	0.000190093
321	13059007	0.000193806
322	13059008	0.000154246
323	13059009	0.000203131
324	13059010	0.000210205
325	13059011	0.0002138
326	13059012	0.000216757
327	13059013	0.00021999
328	13059014	0.000220002
329	13059015	0.000110711
330	13059016	0.000222123
331	13059017	0.00022385
332	13059018	0.00022437
333	13059019	1.38595e-05
334	13059020	0.000229252
335	13059021	0.000231433
336	13059022	0.000232416
337	13059023	3.32596e-05
338	13059025	0.000232498
339	13059026	0.000233064
340	13059027	8.67459e-05
341	13059076	0.000190335
